availability_of_water,location,distant_from_school,room_type,apartment_type,price
yes,Danbare,10,self contain,bungalow,194605
yes,Danbare,15,self contain,bungalow,247230
yes,Jabulo,10,single room,bungalow,106478
yes,Rimi gata,15,single room,bungalow,110492
yes,Rimi gata,15,self contain,duplex,193095
yes,Jabulo,5,single room,duplex,130387
yes,Jabulo,15,self contain,bungalow,186573
yes,Rimi gata,15,self contain,bungalow,231232
yes,Rimi gata,15,self contain,bungalow,212414
yes,Hawa dawai ke,10,self contain,bungalow,106093
yes,Hawa dawai ke,15,single room,bungalow,123318
yes,Rimi gata,5,self contain,duplex,212130
yes,Jabulo,10,single room,duplex,149952
yes,Jabulo,10,self contain,bungalow,147091
yes,Rimi gata,15,single room,bungalow,142809
yes,Rimi gata,10,self contain,duplex,171084
yes,Rimi gata,10,self contain,duplex,133576
yes,Rimi gata,10,self contain,bungalow,140378
yes,Hawa dawai ke,15,single room,bungalow,136068
yes,Danbare,10,self contain,duplex,135433
yes,Jabulo,10,self contain,bungalow,158825
yes,Danbare,10,single room,bungalow,138015
yes,Hawa dawai ke,5,single room,bungalow,111778
yes,Danbare,5,self contain,bungalow,171240
yes,Hawa dawai ke,15,self contain,bungalow,208154
yes,Jabulo,15,self contain,bungalow,150210
yes,Danbare,15,single room,bungalow,120420
yes,Jabulo,10,single room,bungalow,104593
yes,Rimi gata,5,single room,bungalow,125409
yes,Jabulo,5,single room,duplex,122990
yes,Danbare,5,self contain,duplex,150808
yes,Jabulo,15,self contain,duplex,206936
yes,Jabulo,15,single room,bungalow,115622
yes,Danbare,5,single room,bungalow,136546
yes,Jabulo,15,self contain,bungalow,219820
yes,Danbare,15,self contain,duplex,102724
yes,Danbare,5,single room,duplex,130846
yes,Hawa dawai ke,10,single room,duplex,124598
yes,Jabulo,10,self contain,bungalow,107473
yes,Jabulo,10,single room,bungalow,104127
yes,Jabulo,15,single room,bungalow,136792
yes,Hawa dawai ke,10,self contain,duplex,243418
yes,Danbare,10,single room,bungalow,114409
yes,Jabulo,5,self contain,duplex,171241
yes,Rimi gata,15,self contain,bungalow,213041
yes,Danbare,10,self contain,bungalow,125152
yes,Danbare,5,single room,bungalow,147196
yes,Jabulo,10,single room,bungalow,145492
yes,Danbare,5,single room,duplex,148867
yes,Jabulo,5,single room,bungalow,106946
yes,Rimi gata,10,self contain,bungalow,178734
yes,Rimi gata,10,single room,duplex,133477
yes,Danbare,15,single room,duplex,126335
yes,Rimi gata,5,single room,bungalow,126693
yes,Hawa dawai ke,10,self contain,bungalow,114251
yes,Jabulo,5,single room,duplex,129313
yes,Jabulo,5,self contain,duplex,114642
yes,Jabulo,10,single room,bungalow,120693
yes,Jabulo,15,single room,bungalow,107896
yes,Danbare,5,single room,duplex,133069
yes,Jabulo,15,single room,bungalow,132103
yes,Danbare,15,self contain,bungalow,233323
yes,Hawa dawai ke,5,self contain,bungalow,216948
yes,Jabulo,15,single room,bungalow,103375
yes,Rimi gata,5,self contain,bungalow,203784
yes,Hawa dawai ke,15,single room,bungalow,106898
yes,Hawa dawai ke,15,self contain,bungalow,154067
yes,Jabulo,10,self contain,bungalow,139225
yes,Danbare,5,self contain,bungalow,153514
yes,Rimi gata,10,single room,bungalow,144831
yes,Rimi gata,10,self contain,bungalow,174971
yes,Rimi gata,15,self contain,duplex,142210
yes,Jabulo,5,self contain,duplex,240595
yes,Jabulo,10,self contain,duplex,237246
yes,Hawa dawai ke,15,self contain,duplex,213175
yes,Hawa dawai ke,5,single room,duplex,134651
yes,Danbare,5,single room,duplex,140106
yes,Hawa dawai ke,5,single room,duplex,141336
yes,Rimi gata,10,single room,bungalow,147612
yes,Jabulo,10,single room,duplex,120475
yes,Danbare,10,single room,bungalow,127424
yes,Rimi gata,10,single room,duplex,123417
yes,Hawa dawai ke,10,single room,bungalow,120521
yes,Hawa dawai ke,10,single room,bungalow,125316
yes,Rimi gata,15,single room,bungalow,132694
yes,Hawa dawai ke,15,self contain,bungalow,132670
yes,Jabulo,5,self contain,duplex,130504
yes,Hawa dawai ke,10,single room,duplex,139532
yes,Hawa dawai ke,5,single room,bungalow,149882
yes,Jabulo,5,single room,bungalow,132698
yes,Hawa dawai ke,5,self contain,bungalow,247822
yes,Rimi gata,5,self contain,duplex,158540
yes,Danbare,5,single room,bungalow,122301
yes,Danbare,15,single room,duplex,103731
yes,Rimi gata,5,single room,duplex,131633
yes,Hawa dawai ke,15,self contain,duplex,145296
yes,Hawa dawai ke,5,single room,bungalow,101335
yes,Jabulo,10,self contain,duplex,100631
yes,Rimi gata,10,self contain,duplex,119856
yes,Rimi gata,5,single room,bungalow,149203
yes,Danbare,15,single room,bungalow,143171
yes,Rimi gata,5,self contain,bungalow,145785
yes,Hawa dawai ke,5,self contain,duplex,203882
yes,Jabulo,10,single room,duplex,104766
yes,Jabulo,5,self contain,bungalow,186547
yes,Danbare,15,self contain,duplex,168178
yes,Jabulo,10,self contain,duplex,191030
yes,Jabulo,10,single room,duplex,143604
yes,Danbare,10,single room,duplex,119313
yes,Jabulo,5,self contain,duplex,118827
yes,Jabulo,15,single room,duplex,119571
yes,Rimi gata,5,single room,bungalow,121099
yes,Hawa dawai ke,15,single room,bungalow,120935
yes,Hawa dawai ke,10,single room,bungalow,149919
yes,Hawa dawai ke,5,single room,bungalow,131217
yes,Jabulo,5,self contain,bungalow,210225
yes,Danbare,5,single room,bungalow,103168
yes,Jabulo,10,single room,duplex,109560
yes,Danbare,10,self contain,bungalow,189588
yes,Jabulo,5,single room,bungalow,126488
yes,Danbare,10,self contain,duplex,135957
yes,Jabulo,10,single room,duplex,146619
yes,Rimi gata,5,single room,bungalow,108381
yes,Hawa dawai ke,10,single room,bungalow,127708
yes,Jabulo,15,single room,duplex,108791
yes,Rimi gata,10,single room,bungalow,116909
yes,Danbare,5,single room,duplex,103352
yes,Rimi gata,15,self contain,bungalow,105622
yes,Rimi gata,5,self contain,duplex,187939
yes,Rimi gata,5,single room,duplex,106970
yes,Hawa dawai ke,15,single room,bungalow,126102
yes,Danbare,10,single room,duplex,110910
yes,Jabulo,5,self contain,duplex,147438
yes,Jabulo,10,single room,duplex,122207
yes,Jabulo,5,self contain,bungalow,122129
yes,Hawa dawai ke,5,self contain,duplex,184728
yes,Rimi gata,15,self contain,bungalow,106822
yes,Hawa dawai ke,15,self contain,duplex,144959
yes,Rimi gata,10,single room,duplex,117075
yes,Danbare,15,single room,bungalow,148539
yes,Hawa dawai ke,10,self contain,bungalow,193228
yes,Danbare,5,single room,bungalow,103634
yes,Jabulo,5,single room,duplex,149160
yes,Hawa dawai ke,10,single room,bungalow,130030
yes,Jabulo,5,self contain,bungalow,176810
yes,Rimi gata,5,single room,duplex,104959
yes,Hawa dawai ke,10,single room,bungalow,140699
yes,Rimi gata,5,single room,bungalow,118803
yes,Danbare,10,self contain,bungalow,170484
yes,Jabulo,5,self contain,bungalow,145590
yes,Hawa dawai ke,5,single room,bungalow,140931
yes,Rimi gata,15,self contain,bungalow,191709
yes,Jabulo,10,single room,bungalow,108408
yes,Danbare,15,single room,bungalow,109189
yes,Jabulo,5,self contain,bungalow,167808
yes,Danbare,10,single room,bungalow,145135
yes,Jabulo,15,single room,bungalow,141230
yes,Danbare,5,single room,bungalow,107519
yes,Jabulo,5,single room,bungalow,109459
yes,Jabulo,15,self contain,bungalow,132002
yes,Rimi gata,5,single room,duplex,126995
yes,Hawa dawai ke,5,single room,bungalow,107427
yes,Danbare,5,self contain,duplex,227481
yes,Rimi gata,5,self contain,bungalow,208324
yes,Danbare,15,single room,duplex,109817
yes,Rimi gata,15,self contain,duplex,164402
yes,Hawa dawai ke,10,single room,bungalow,139005
yes,Rimi gata,10,single room,duplex,124081
yes,Rimi gata,15,single room,duplex,146094
yes,Rimi gata,5,self contain,duplex,210427
yes,Hawa dawai ke,15,single room,bungalow,105849
yes,Danbare,5,self contain,duplex,230948
yes,Jabulo,10,self contain,duplex,123315
yes,Jabulo,10,single room,duplex,107716
yes,Rimi gata,10,single room,bungalow,111442
yes,Hawa dawai ke,5,single room,duplex,124948
yes,Rimi gata,15,self contain,bungalow,170228
yes,Hawa dawai ke,15,single room,duplex,114739
yes,Hawa dawai ke,5,self contain,duplex,124773
yes,Jabulo,15,single room,bungalow,128740
yes,Rimi gata,5,single room,duplex,127526
yes,Rimi gata,5,single room,duplex,127116
yes,Jabulo,10,single room,bungalow,137862
yes,Danbare,10,self contain,duplex,196278
yes,Hawa dawai ke,10,self contain,duplex,171423
yes,Danbare,10,single room,duplex,117348
yes,Danbare,5,self contain,bungalow,146663
yes,Jabulo,10,single room,bungalow,127746
yes,Rimi gata,15,single room,bungalow,101874
yes,Jabulo,10,single room,duplex,114587
yes,Jabulo,15,single room,bungalow,139186
yes,Jabulo,15,single room,duplex,108773
yes,Danbare,15,single room,duplex,114674
yes,Hawa dawai ke,10,single room,bungalow,136488
yes,Rimi gata,10,self contain,duplex,192208
yes,Rimi gata,10,single room,duplex,112728
yes,Hawa dawai ke,15,self contain,duplex,130794
yes,Danbare,10,self contain,bungalow,163649
yes,Hawa dawai ke,15,self contain,duplex,211085
yes,Hawa dawai ke,5,single room,bungalow,119032
yes,Danbare,15,single room,bungalow,136203
yes,Danbare,5,single room,bungalow,133884
yes,Hawa dawai ke,10,single room,bungalow,123054
yes,Hawa dawai ke,5,self contain,duplex,222735
yes,Danbare,5,self contain,bungalow,233297
yes,Rimi gata,5,single room,bungalow,106733
yes,Hawa dawai ke,15,self contain,bungalow,133631
yes,Jabulo,10,single room,bungalow,143718
yes,Rimi gata,5,single room,bungalow,144425
yes,Danbare,10,single room,bungalow,129774
yes,Danbare,5,self contain,duplex,236412
no,Danbare,15,single room,duplex,143630
yes,Rimi gata,5,self contain,bungalow,138305
yes,Hawa dawai ke,10,self contain,duplex,201149
yes,Jabulo,5,single room,bungalow,130711
yes,Hawa dawai ke,5,single room,duplex,113148
yes,Danbare,5,self contain,bungalow,123894
yes,Danbare,5,single room,bungalow,148767
yes,Hawa dawai ke,5,self contain,bungalow,225477
yes,Rimi gata,5,single room,bungalow,130451
yes,Danbare,15,self contain,bungalow,148483
yes,Rimi gata,5,single room,duplex,126543
yes,Danbare,5,single room,bungalow,137315
yes,Danbare,10,single room,bungalow,130929
yes,Jabulo,10,self contain,duplex,166420
yes,Rimi gata,10,single room,bungalow,144209
yes,Jabulo,10,single room,duplex,117770
yes,Danbare,15,single room,duplex,149932
yes,Hawa dawai ke,10,single room,duplex,119497
yes,Rimi gata,10,single room,duplex,148910
yes,Jabulo,10,self contain,bungalow,248475
yes,Danbare,10,single room,bungalow,144555
yes,Hawa dawai ke,5,single room,duplex,130126
yes,Jabulo,15,single room,duplex,117005
yes,Danbare,5,single room,duplex,130986
yes,Jabulo,10,single room,duplex,135884
yes,Danbare,15,self contain,bungalow,196063
yes,Rimi gata,5,single room,duplex,110813
yes,Rimi gata,15,self contain,bungalow,158847
yes,Jabulo,10,self contain,bungalow,121346
yes,Rimi gata,5,self contain,duplex,112606
yes,Jabulo,15,single room,duplex,123683
yes,Hawa dawai ke,5,self contain,bungalow,122001
yes,Danbare,5,self contain,bungalow,135022
yes,Hawa dawai ke,10,single room,duplex,111946
yes,Danbare,15,self contain,duplex,219213
yes,Jabulo,10,single room,bungalow,110958
yes,Danbare,15,single room,bungalow,149454
yes,Hawa dawai ke,15,self contain,duplex,107184
yes,Hawa dawai ke,10,single room,duplex,130476
yes,Rimi gata,10,self contain,duplex,120151
yes,Rimi gata,10,single room,duplex,123583
yes,Jabulo,5,self contain,duplex,114498
yes,Hawa dawai ke,15,self contain,bungalow,230906
yes,Jabulo,5,single room,duplex,115552
yes,Rimi gata,5,self contain,duplex,133223
yes,Jabulo,15,single room,duplex,138963
yes,Jabulo,15,single room,duplex,126389
yes,Jabulo,15,self contain,duplex,168477
yes,Danbare,5,single room,bungalow,108802
yes,Rimi gata,10,single room,bungalow,149743
yes,Hawa dawai ke,15,single room,bungalow,127148
yes,Danbare,15,single room,duplex,130069
yes,Danbare,10,single room,bungalow,102292
yes,Jabulo,10,self contain,duplex,169622
yes,Rimi gata,15,self contain,duplex,222924
yes,Jabulo,10,single room,duplex,146665
yes,Rimi gata,5,self contain,duplex,150877
yes,Danbare,5,self contain,duplex,235787
yes,Jabulo,5,single room,duplex,109568
yes,Rimi gata,10,self contain,duplex,208119
yes,Hawa dawai ke,5,single room,bungalow,144071
yes,Rimi gata,15,single room,bungalow,105937
yes,Jabulo,5,self contain,bungalow,101366
yes,Rimi gata,5,single room,duplex,114677
yes,Jabulo,10,self contain,duplex,246987
yes,Rimi gata,15,single room,duplex,139875
yes,Hawa dawai ke,5,single room,bungalow,133008
yes,Hawa dawai ke,5,single room,duplex,123924
yes,Hawa dawai ke,5,single room,duplex,144543
yes,Danbare,10,self contain,bungalow,135299
yes,Danbare,10,self contain,duplex,103549
yes,Danbare,15,self contain,duplex,181958
yes,Jabulo,10,single room,duplex,114796
yes,Hawa dawai ke,15,self contain,bungalow,204855
yes,Danbare,5,single room,bungalow,107035
yes,Jabulo,5,self contain,duplex,169290
yes,Jabulo,15,single room,duplex,129632
yes,Rimi gata,5,self contain,duplex,129920
yes,Rimi gata,10,self contain,duplex,129925
yes,Hawa dawai ke,5,single room,duplex,149245
yes,Rimi gata,15,single room,duplex,147695
yes,Hawa dawai ke,10,self contain,duplex,175918
yes,Jabulo,15,self contain,duplex,204836
yes,Jabulo,5,single room,duplex,149063
yes,Hawa dawai ke,5,self contain,duplex,117915
yes,Rimi gata,10,single room,bungalow,133885
yes,Hawa dawai ke,15,self contain,bungalow,190288
yes,Rimi gata,10,self contain,duplex,184790
yes,Jabulo,15,self contain,bungalow,163576
yes,Hawa dawai ke,15,single room,bungalow,100796
yes,Jabulo,5,self contain,bungalow,243119
yes,Hawa dawai ke,10,single room,duplex,136984
yes,Hawa dawai ke,10,single room,bungalow,122942
yes,Hawa dawai ke,15,self contain,duplex,110679
yes,Rimi gata,15,single room,bungalow,108041
yes,Rimi gata,15,self contain,bungalow,165940
yes,Rimi gata,5,single room,duplex,129784
yes,Danbare,10,single room,bungalow,109546
yes,Hawa dawai ke,10,single room,duplex,131632
yes,Hawa dawai ke,15,single room,duplex,147197
yes,Jabulo,10,single room,duplex,111934
yes,Danbare,15,self contain,bungalow,205747
yes,Hawa dawai ke,10,self contain,duplex,166425
yes,Jabulo,15,single room,duplex,113045
yes,Jabulo,15,single room,bungalow,127629
yes,Danbare,5,self contain,duplex,131864
yes,Jabulo,15,single room,bungalow,118371
yes,Hawa dawai ke,15,self contain,bungalow,203730
yes,Rimi gata,5,single room,bungalow,135290
yes,Jabulo,10,single room,duplex,123905
yes,Jabulo,5,self contain,bungalow,236671
yes,Rimi gata,15,single room,bungalow,110984
yes,Jabulo,15,self contain,duplex,133075
yes,Danbare,15,single room,bungalow,129358
yes,Hawa dawai ke,15,self contain,bungalow,148529
yes,Danbare,15,single room,bungalow,136560
yes,Danbare,15,self contain,duplex,237918
yes,Danbare,10,self contain,bungalow,178629
yes,Hawa dawai ke,10,self contain,bungalow,196472
yes,Danbare,5,self contain,bungalow,154523
yes,Danbare,10,self contain,duplex,108112
yes,Hawa dawai ke,15,single room,duplex,143998
yes,Jabulo,10,self contain,duplex,218304
yes,Rimi gata,10,single room,duplex,115941
yes,Hawa dawai ke,15,single room,duplex,121771
yes,Jabulo,15,self contain,bungalow,204338
yes,Hawa dawai ke,15,single room,duplex,124659
yes,Jabulo,5,self contain,bungalow,247261
yes,Danbare,5,self contain,bungalow,226148
yes,Hawa dawai ke,5,self contain,duplex,157030
yes,Danbare,15,single room,duplex,101632
yes,Jabulo,5,single room,bungalow,106106
yes,Rimi gata,5,self contain,bungalow,238802
yes,Rimi gata,5,single room,bungalow,102384
yes,Rimi gata,10,self contain,duplex,187474
yes,Hawa dawai ke,15,self contain,bungalow,207262
yes,Jabulo,5,single room,bungalow,130564
yes,Hawa dawai ke,10,self contain,duplex,230944
yes,Rimi gata,10,single room,duplex,135687
yes,Danbare,15,self contain,bungalow,224193
yes,Jabulo,5,single room,duplex,125575
yes,Danbare,5,single room,bungalow,107592
yes,Jabulo,5,single room,duplex,125289
yes,Rimi gata,5,single room,duplex,121647
yes,Hawa dawai ke,10,self contain,duplex,180139
yes,Jabulo,10,single room,bungalow,103094
yes,Hawa dawai ke,15,self contain,bungalow,215109
yes,Hawa dawai ke,5,self contain,duplex,246066
yes,Jabulo,10,self contain,bungalow,153781
yes,Hawa dawai ke,15,self contain,duplex,168486
yes,Rimi gata,15,self contain,bungalow,215280
yes,Hawa dawai ke,5,self contain,bungalow,122753
yes,Hawa dawai ke,10,self contain,duplex,161118
yes,Jabulo,10,self contain,duplex,116153
yes,Danbare,10,self contain,duplex,174563
yes,Danbare,5,self contain,duplex,106595
yes,Rimi gata,5,self contain,duplex,158689
yes,Danbare,10,self contain,bungalow,183416
yes,Jabulo,10,self contain,bungalow,216255
yes,Rimi gata,5,self contain,duplex,233962
yes,Jabulo,10,single room,duplex,121410
yes,Jabulo,15,single room,duplex,123808
yes,Danbare,15,self contain,bungalow,196263
yes,Jabulo,10,single room,bungalow,145839
yes,Rimi gata,15,single room,bungalow,136143
yes,Rimi gata,10,single room,bungalow,110526
yes,Hawa dawai ke,15,self contain,bungalow,212551
yes,Danbare,15,single room,bungalow,100360
yes,Jabulo,15,single room,duplex,134772
yes,Danbare,5,self contain,bungalow,182106
yes,Jabulo,10,self contain,duplex,157594
yes,Danbare,15,self contain,bungalow,233332
yes,Danbare,10,single room,duplex,134114
yes,Rimi gata,15,single room,duplex,109897
yes,Danbare,15,self contain,duplex,240856
yes,Hawa dawai ke,10,self contain,duplex,240834
yes,Hawa dawai ke,5,single room,duplex,111772
yes,Danbare,5,single room,bungalow,145200
yes,Danbare,15,self contain,duplex,113602
yes,Danbare,10,single room,bungalow,115914
yes,Danbare,15,single room,duplex,108360
yes,Danbare,10,self contain,bungalow,127096
yes,Hawa dawai ke,5,single room,duplex,128994
yes,Jabulo,5,self contain,bungalow,220480
yes,Danbare,15,single room,duplex,107950
yes,Jabulo,10,self contain,duplex,225191
yes,Rimi gata,15,self contain,duplex,187654
yes,Rimi gata,10,single room,duplex,133805
yes,Rimi gata,5,self contain,duplex,153217
yes,Danbare,15,single room,duplex,139253
yes,Danbare,15,self contain,bungalow,178556
yes,Danbare,15,self contain,bungalow,238582
yes,Danbare,15,single room,bungalow,131192
yes,Danbare,15,single room,bungalow,142689
yes,Danbare,15,single room,duplex,105327
yes,Rimi gata,15,single room,duplex,124573
yes,Rimi gata,15,self contain,duplex,247102
yes,Hawa dawai ke,10,single room,bungalow,111594
yes,Jabulo,10,single room,duplex,133325
yes,Rimi gata,10,single room,duplex,114554
yes,Rimi gata,10,single room,duplex,140830
yes,Jabulo,10,single room,bungalow,108936
yes,Rimi gata,15,single room,duplex,103839
yes,Danbare,5,self contain,duplex,183247
yes,Danbare,15,single room,bungalow,132879
yes,Hawa dawai ke,10,single room,duplex,106264
yes,Jabulo,15,self contain,bungalow,140375
